Num,Ligand_SMILES,Product_SMILES,Temp (K),G,ee (%),L_Num,L_DFT,L_Type,P_Num,R_Type,Data_Type,Doi,Ligand_Compound_Name,Product_Compound_Name,Unnamed: 15
2416,CC([C@@H](CO1)N=C1C2=NC(C(C3=CC=CC=C3)C4=CC=CC=C4)=CC(OC)=C2)(C)C,O=C(NC1=CC=CC=C1)C[C@H](C)CCCC2=CC=C(Cl)C=C2,263.15,2.1882,-97,L345,Ligand_376,Pyox,P_2499,NiH,literature,10.1021/acscatal.1c02299,"(S)-2-(6-benzhydryl-4-methoxypyridin-2-yl)-4-(tert-butyl)-4,5-dihydrooxazole",(R)-6-(4-chlorophenyl)-3-methyl-N-phenylhexanamide,
3468,CC(C1=N[C@H](C2=CC=CC=C2)CO1)(C)C3=N[C@H](C4=CC=CC=C4)CO3,COC1=C(C=CC=C1)[C@H](CCCC)S(=O)(=O)N(C)C,253.15,1.9578,-96,L210,Ligand_80,Box,P_1204,C(sp3)-C(sp2),literature,10.1021/ja506885s,"(4R,4'R)-2,2'-(propane-2,2-diyl)bis(4-phenyl-4,5-dihydrooxazole)","(S)-1-(2-methoxyphenyl)-N,N-dimethylpentane-1-sulfonamide",
2408,CC1=CC=CC(C2=N[C@H](C3=CC=CC=C3)C(C4=CC=CC=C4)(C5=CC=CC=C5)O2)=N1,CCCCCCCC[C@H](CC)C(N(C1=CC=CC=C1)C2=CC=CC=C2)=O,248.15,1.9191,-96,L168,Ligand_7,Biox,P_360,NiH,literature,10.1002/anie.201813222,"(R)-2-(6-methylpyridin-2-yl)-4,5,5-triphenyl-4,5-dihydrooxazole","(S)-2-ethyl-N,N-diphenyldecanamide",
4353,C12=C([C@H]3N=C(O[C@H]3C2)CC4=N[C@@H]5C6=C(C[C@@H]5O4)C=CC=C6)C=CC=C1,COC1=CC=C(/C=C/[C@@H](C2=CC=CC=C2)C)C=C1,293.15,0.6246,-49,L361,Ligand_137,Box,P_271,RCC,literature,10.1021/ja508067c,"bis((3aR,8aS)-3a,8a-dihydro-8H-indeno[1,2-d]oxazol-2-yl)methane","(S,E)-1-methoxy-4-(3-phenylbut-1-en-1-yl)benzene",
91,C1(C2=N[C@H](C3=CC=CC=C3)[C@H](C4=CC=CC=C4)O2)=NC(C5=N[C@H](C6=CC=CC=C6)[C@H](C7=CC=CC=C7)O5)=CC=C1,O=C(C1=CC=CC=C1)N[C@H](C2=CC=CC=C2)CC,303.15,0.0953,-8,L42,Ligand_329,Pybox,P_3,NiH,HTE,10.1002/anie.202011342,"2,6-bis((4R,5S)-4,5-diphenyl-4,5-dihydrooxazol-2-yl)pyridine",(S)-N-(1-phenylpropyl)benzamide,
2378,FC(C=C1)=CC=C1[C@@H](C(C2=CC=CC=C2)(C3=CC=CC=C3)O4)N=C4C5=NC(C)=CC=C5,O=C(N(C1=CC=CC=C1)C2=CC=CC=C2)[C@H](CC)CCCCCC3CCCCC3,248.15,2.0635,-97,L78,Ligand_365,Pyox,P_3833,NiH,literature,10.1002/anie.201813222,"(S)-4-(4-fluorophenyl)-2-(6-methylpyridin-2-yl)-5,5-diphenyl-4,5-dihydrooxazole","(R)-7-cyclohexyl-2-ethyl-N,N-diphenylheptanamide",
4007,CC(C[C@@H](CO1)N=C1C2=CC=CC(C3=N[C@@H](CC(C)C)CO3)=N2)C,O1C(OCC1)CC[C@H](CCCCC)[Si](C1=CC=CC=C1)(C1=CC=CC=C1)CC,298.15,1.7445,-90,L244,Ligand_344,Pybox,P_748,C(sp3)-C(sp3),literature,10.1002/anie.201814208,"2,6-bis((S)-4-isobutyl-4,5-dihydrooxazol-2-yl)pyridine","(S)-(1-(1,3-dioxolan-2-yl)octan-3-yl)(ethyl)diphenylsilane",
5473,CC1=CC=C(N2C[C@H](C(C)(C)C)N=C2C2=C3N=CC=CC3=CC=C2)C=C1,C(C1=CC=CC=C1)N1C([C@H](CC1)CCCCCCCCCOC1=CC=C(C=O)C=C1)=O,273.15,1.6583,-91,L181,Ligand_304,Biim,P_914,RCC,literature,10.1021/jacs.0c07126,"(S)-8-(4-(tert-butyl)-1-(p-tolyl)-4,5-dihydro-1H-imidazol-2-yl)quinoline",(S)-4-((9-(1-benzyl-2-oxopyrrolidin-3-yl)nonyl)oxy)benzaldehyde,
2415,CC([C@@H](CO1)N=C1C2=NC(C(C3=CC=CC=C3)C4=CC=CC=C4)=CC(OC)=C2)(C)C,O=C(NC1=CC=CC=C1)C[C@H](C)CCC2=CC=CC=C2,263.15,2.0351,-96,L345,Ligand_376,Pyox,P_2496,NiH,literature,10.1021/acscatal.1c02299,"(S)-2-(6-benzhydryl-4-methoxypyridin-2-yl)-4-(tert-butyl)-4,5-dihydrooxazole","(R)-3-methyl-N,5-diphenylpentanamide",
625,CC([C@@H]1N=C(C(CC2=CC=CC=C2)(C3=N[C@@H](C(C)C)CO3)CC4=CC=CC=C4)OC1)C,O=S([C@H](CCCC)C1=CC=CC=C1)(C)=O,253.15,0.2752,-27,L37,Ligand_67,Box,P_15,C(sp3)-C(sp2),HTE,10.1021/ja506885s,"(4S,4'S)-2,2'-(1,3-diphenylpropane-2,2-diyl)bis(4-isopropyl-4,5-dihydrooxazole)",(R)-(1-(methylsulfonyl)pentyl)benzene,
70,CC([C@@H]1N=C(C(CC2=CC=CC=C2)(C3=N[C@@H](C(C)C)CO3)CC4=CC=CC=C4)OC1)C,O=C(C1=CC=CC=C1)N[C@H](C2=CC=C(C=C2)C)C,303.15,0.2456,-20,L37,Ligand_67,Box,P_2,NiH,HTE,10.1002/anie.202011342,"(4S,4'S)-2,2'-(1,3-diphenylpropane-2,2-diyl)bis(4-isopropyl-4,5-dihydrooxazole)",(S)-N-(1-(p-tolyl)ethyl)benzamide,
890,C[C@@H]1N=C(C2=CC=CC(C3=N[C@@H](C)CO3)=N2)OC1,CC[C@H](C1=CC=CC=C1)C2=CC=C(C=C2)OC,303.15,0.0574,-5,L47,Ligand_330,Pybox,P_19,NiH,HTE,10.1002/ange.202010386,"2,6-bis((S)-4-methyl-4,5-dihydrooxazol-2-yl)pyridine",(R)-1-methoxy-4-(1-phenylpropyl)benzene,
2922,C1(C2=N[C@@H](C3=CC=CC=C3)CO2)=N[C@@H](C4=CC=CC=C4)CO1,ClC1=C(OCC(=O)OCCC[C@@H](CC)NC(=O)OCC2=CC=CC=C2)C=CC(=C1)Cl,298.15,1.447,-84,L376,Ligand_18,Biox,P_2727,NiH,literature,10.1021/jacs.0c01324,"(4S,4'S)-4,4'-diphenyl-4,4',5,5'-tetrahydro-2,2'-bioxazole","(R)-4-(((benzyloxy)carbonyl)amino)hexyl 2-(2,4-dichlorophenoxy)acetate",
4983,C1(C2(CCCC2)C3=N[C@@H](C4=CC=CC=C4)CO3)=N[C@@H](C5=CC=CC=C5)CO1,C1(=CC=C(C=C1)[C@@H](C(CCC1=CC=CC=C1)=O)C)C1=CC=CC=C1,283.15,1.9559,-94,L431,Ligand_118,Box,P_2660,Photoredox,literature,10.1038/s41467-021-23887-2,"(4S,4'S)-2,2'-(cyclopentane-1,1-diyl)bis(4-phenyl-4,5-dihydrooxazole)","(S)-4-([1,1'-biphenyl]-4-yl)-1-phenylpentan-3-one",
5549,C1(C2(CC2)C3=N[C@H](C(C=CC=C4)=C4C5)[C@H]5O3)=N[C@H]6[C@H](CC7=C6C=CC=C7)O1,C1(=CC=CC=C1)/C=C/[C@H](C)C1=CC=C(C=C1)C1=CC=CC=C1,288.15,2.0978,-95,L437,Ligand_88,Box,P_3368,Photoredox,literature,10.1021/acscatal.1c04314,"(3aR,3a'R,8aS,8a'S)-2,2'-(cyclopropane-1,1-diyl)bis(3a,8a-dihydro-8H-indeno[1,2-d]oxazole)","(S,E)-4-(4-phenylbut-3-en-2-yl)-1,1'-biphenyl",
5026,C1(C2(CCCC2)C3=N[C@@H](C4=CC=CC=C4)CO3)=N[C@@H](C5=CC=CC=C5)CO1,FC1=C(C=CC(=C1)[C@H](C)C(CCC)=O)C1=CC=CC=C1,283.15,1.7882,-92,L431,Ligand_118,Box,P_3194,Photoredox,literature,10.1038/s41467-021-23887-2,"(4S,4'S)-2,2'-(cyclopentane-1,1-diyl)bis(4-phenyl-4,5-dihydrooxazole)","(S)-2-(2-fluoro-[1,1'-biphenyl]-4-yl)hexan-3-one",
4214,COC[C@@H]1N=C(C2=N[C@@H](COC)[C@H](C3=CC=CC=C3)O2)O[C@H]1C1=CC=CC=C1,ClC=1C=C(C=CC1Cl)[C@H](CCC(=O)OC(C)(C)C)C1=CC=CC=C1,228.15,1.4409,-92,L96,Ligand_12,Biox,P_3924,C(sp3)-C(sp2),literature,10.1021/ja408561b,"(4S,4'S,5S,5'S)-4,4'-bis(methoxymethyl)-5,5'-diphenyl-4,4',5,5'-tetrahydro-2,2'-bioxazole","tert-butyl (R)-4-(3,4-dichlorophenyl)-4-phenylbutanoate",
3350,CN[C@@H](C1=CC=CC=C1)[C@@H](NC)C2=CC=CC=C2,CC[C@@H](C(OC(C)(C)C)=O)C1=CC=CC=C1,298.15,0.4062,-33,L110,Ligand_229,Diamine,P_301,C(sp3)-C(sp2),literature,10.1021/ja8009428,"(1S,2S)-N1,N2-dimethyl-1,2-diphenylethane-1,2-diamine",tert-butyl (R)-2-phenylbutanoate,
948,FC(C1=CN=C(C2=NC(CC3=CCCC=C3)=CO2)C=C1)(F)F,ClC1=CC=C([C@H](C2=CC=CC=C2)CC)C=C1,303.15,0.4472,-36,L17,Ligand_363,Pyox,P_268,NiH,HTE,10.1002/ange.202010386,"4-(cyclohexa-1,5-dien-1-ylmethyl)-2-(5-(trifluoromethyl)pyridin-2-yl)oxazole",(S)-1-chloro-4-(1-phenylpropyl)benzene,
878,FC(C1=CN=C(C2=N[C@@H](C(C)C)CO2)C=C1)(F)F,CC[C@@H](C1=CC=CC=C1)C2=CC=C(C=C2)OC,303.15,0.031,-3,L9,Ligand_360,Pyox,P_19,NiH,HTE,10.1002/ange.202010386,"(S)-4-isopropyl-2-(5-(trifluoromethyl)pyridin-2-yl)-4,5-dihydrooxazole",(S)-1-methoxy-4-(1-phenylpropyl)benzene,
5005,C1(C2(CCCC2)C3=N[C@@H](C4=CC=CC=C4)CO3)=N[C@@H](C5=CC=CC=C5)CO1,C(C)C=1C=C(C=C(C1)CC)[C@@H](C(CCC1=CC=CC=C1)=O)C,283.15,1.8663,-93,L431,Ligand_118,Box,P_3167,Photoredox,literature,10.1038/s41467-021-23887-2,"(4S,4'S)-2,2'-(cyclopentane-1,1-diyl)bis(4-phenyl-4,5-dihydrooxazole)","(S)-4-(3,5-diethylphenyl)-1-phenylpentan-3-one",
6147,C1(C2(CCCC2)C3=N[C@H](C4=CC=CC=C4)[C@H](C5=CC=CC=C5)O3)=N[C@H](C6=CC=CC=C6)[C@H](C7=CC=CC=C7)O1,ClC1=CC=C(C(=O)N[C@H](C(CCC)=O)CCCC)C=C1,288.15,1.6284,-89,L471,Ligand_156,Box,pplus_357,Photoredox,literature,10.1021/jacs.0c10471,"(4R,4'R,5S,5'S)-2,2'-(cyclopentane-1,1-diyl)bis(4,5-diphenyl-4,5-dihydrooxazole)",(S)-4-chloro-N-(4-oxononan-5-yl)benzamide,
294,CC(C1=N[C@H](C2=CC=CC=C2)[C@H](C3=CC=CC=C3)O1)(C4=N[C@H](C5=CC=CC=C5)[C@H](C6=CC=CC=C6)O4)C,COC(C=C1)=NC=C1[C@@H](NC(C2=CC=CC=C2)=O)CC,303.15,1.6059,-87,L39,Ligand_68,Box,P_10,NiH,HTE,10.1002/anie.202011342,"(4R,4'R,5S,5'S)-2,2'-(propane-2,2-diyl)bis(4,5-diphenyl-4,5-dihydrooxazole)",(S)-N-(1-(6-methoxypyridin-3-yl)propyl)benzamide,
6464,CCCC(CCC)[C@@H]1COC(C2=N[C@H](C(CCC)CCC)CO2)=N1,COC1=CC=C(C=C1)[C@H](CC)C1=CC=CC=C1,298.15,1.3018,-80,L137,Ligand_8,Biox,P_564,NiH,literature,10.1038/s41467-022-30006-2,"(4R,4'R)-4,4'-di(heptan-4-yl)-4,4',5,5'-tetrahydro-2,2'-bioxazole",(R)-1-methoxy-4-(1-phenylpropyl)benzene,
446,[H][C@@]12N=C(C3(C4=N[C@]5([H])[C@](CC6=C5C=CC=C6)([H])O4)CCCCC3)O[C@]1([H])CC7=C2C=CC=C7,O=S([C@H](CCCC)CCCCCCN1C2=C(C=C1)C=CC=C2)(C)=O,303.15,1.5086,-85,L33,Ligand_72,Box,P_11,NiH,HTE,10.1021/jacs.9b09415,"(3aS,3a'S,8aR,8a'R)-2,2'-(cyclohexane-1,1-diyl)bis(3a,8a-dihydro-8H-indeno[1,2-d]oxazole)",(R)-1-(7-(methylsulfonyl)undecyl)-1H-indole,
1546,[H][C@@]12N=C(C3(C4=N[C@]5([H])[C@](CC6=C5C=CC=C6)([H])O4)CCCCC3)O[C@]1([H])CC7=C2C=CC=C7,CC1(C)OB([C@@H](CCCCC)CCCN2C3=C(C4=C2C=CC=C4)C=CC=C3)OC1(C)C,303.15,1.2507,-78,L33,Ligand_72,Box,P_33,NiH,HTE,10.1038/s41557-020-00576-z,"(3aS,3a'S,8aR,8a'R)-2,2'-(cyclohexane-1,1-diyl)bis(3a,8a-dihydro-8H-indeno[1,2-d]oxazole)","(S)-9-(4-(4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-yl)nonyl)-9H-carbazole",
1407,C1(C2=N[C@@H](C3=CC=CC=C3)CO2)=NC4=CC=CC=C4C=C1,C[C@H](OC(C1=CC=CC=C1)=O)CCCN2C3=C(C4=C2C=CC=C4)C=CC=C3,303.15,0.5217,-41,L12,Ligand_361,Pyox,P_69,NiH,HTE,10.1038/s41467-021-22983-7,"(S)-4-phenyl-2-(quinolin-2-yl)-4,5-dihydrooxazole",(S)-5-(9H-carbazol-9-yl)pentan-2-yl benzoate,
5787,[H][C@@]12N=C(C3(CC3)C4=N[C@]5([H])[C@](CC6=C5C=CC=C6)([H])O4)O[C@]1([H])CC7=C2C=CC=C7,F/C(=C(/C(=O)OCC)\C1=CC=CC=C1)/[C@H](C)C1=CC=CC=C1,303.15,1.8404,-91,L23,Ligand_71,Box,pplus_23,RCC,literature,10.1002/anie.202113209,"(3aS,3a'S,8aR,8a'R)-2,2'-(cyclopropane-1,1-diyl)bis(3a,8a-dihydro-8H-indeno[1,2-d]oxazole)","ethyl (R,E)-3-fluoro-2,4-diphenylpent-2-enoate",
4369,CC(C1=N[C@H](C2=CC=CC=C2)CO1)(C)C3=N[C@H](C4=CC=CC=C4)CO3,C1(=CC=CC=C1)[C@@H](C)C(CC)=O,293.15,1.7797,-91,L210,Ligand_80,Box,P_1226,RCC,literature,10.1021/ja402922w,"(4R,4'R)-2,2'-(propane-2,2-diyl)bis(4-phenyl-4,5-dihydrooxazole)",(R)-2-phenylpentan-3-one,
3683,CCCCC(CCCC)[C@@H]1COC(C2=N[C@H](C(CCCC)CCCC)CO2)=N1,CN1C=C(C2=CC=CC=C12)C(=O)OC[C@@H](CC(C(C(C(F)(F)F)(F)F)(F)F)(F)F)C1=CC=C(C=C1)C(=O)OC,263.15,1.2772,-84,L134,Ligand_26,Biox,P_410,3-Component,literature,10.1021/jacs.0c03708,"(4R,4'R)-4,4'-di(nonan-5-yl)-4,4',5,5'-tetrahydro-2,2'-bioxazole","(S)-4,4,5,5,6,6,7,7,7-nonafluoro-2-(4-(methoxycarbonyl)phenyl)heptyl 1-methyl-1H-indole-3-carboxylate",
4692,CC(C)[C@H]1CN(C(C2=N[C@@H](C(C)C)CN2C3=CC(C(C)(C)C)=CC=C3)=N1)C4=CC=CC(C(C)(C)C)=C4,O=C1CCCN1C(=O)C1=CC=C([C@@H](CCC2=CC=CC=C2)C(F)(F)F)C=C1,298.15,1.3708,-82,L259,Ligand_273,Biim,P_1879,Photoredox,literature,10.1021/acs.orglett.1c01420,"(4S,4'S)-1,1'-bis(3-(tert-butyl)phenyl)-4,4'-diisopropyl-4,4',5,5'-tetrahydro-1H,1'H-2,2'-biimidazole","(R)-1-(4-(1,1,1-trifluoro-4-phenylbutan-2-yl)benzoyl)pyrrolidin-2-one",
4588,C1(C2=N[C@H](CC3=CC=CC=C3)CO2)=N[C@H](CC4=CC=CC=C4)CO1,O=C(OC1=CC=CC=C1)[C@H](C2=CC=C(C)C=C2)C3CCCC3,293.15,0.966,-68,L391,Ligand_11,Biox,P_520,RCC,literature,10.1039/d1sc00822f,"(4R,4'R)-4,4'-dibenzyl-4,4',5,5'-tetrahydro-2,2'-bioxazole",phenyl (S)-2-cyclopentyl-2-(p-tolyl)acetate,
368,CC(C1=N[C@]2([H])[C@](CC3=C2C=CC=C3)([H])O1)(C4=N[C@]5([H])[C@](CC6=C5C=CC=C6)([H])O4)CC7=N[C@]8([H])[C@](CC9=C8C=CC=C9)([H])O7,CC1=CC=C(C=C1)S([C@@H](CCCC)CCCCCCN2C3=C(C=C2)C=CC=C3)(=O)=O,303.15,0.032,-3,L40,Ligand_69,Box,P_62,NiH,HTE,10.1021/jacs.9b09415,"(3aS,3a'S,3a''S,8aR,8a'R,8a''R)-2,2',2''-(propane-1,2,2-triyl)tris(3a,8a-dihydro-8H-indeno[1,2-d]oxazole)",(S)-1-(7-tosylundecyl)-1H-indole,
4039,CC(C)(C)C[C@H]1COC(C2=NC=CC3=C2C=CC=C3)=N1,C(C1=CC=CC=C1)N(C(C[C@@H](CCCC(=O)OC)CC)=O)C1=CC=CC=C1,268.15,1.6279,-91,L297,Ligand_428,Pyox,P_2139,C(sp3)-C(sp3),literature,10.1126/science.aaz3855,"(S)-2-(isoquinolin-1-yl)-4-neopentyl-4,5-dihydrooxazole",methyl (R)-7-(benzyl(phenyl)amino)-5-ethyl-7-oxoheptanoate,
5894,C1(CC2=N[C@H](C3=CC=CC=C3)CO2)=N[C@H](C4=CC=CC=C4)CO1,COC1=C(C=CC=C1)[C@H](O)C1=CC=CC=C1,298.15,0.5893,-46,L385,Ligand_123,Box,pplus_91,RCC,literature,10.1002/anie.202201370,"bis((R)-4-phenyl-4,5-dihydrooxazol-2-yl)methane",(R)-(2-methoxyphenyl)(phenyl)methanol,
4315,C1(C2(CC2)C3=N[C@H](C(C=CC=C4)=C4C5)[C@H]5O3)=N[C@H]6[C@H](CC7=C6C=CC=C7)O1,COC1=CC=C(C=C1)\C=C\[C@H](CC=C)C1=CC=CC=C1,266.15,2.0583,-96,L437,Ligand_88,Box,P_3272,RCC,literature,10.1021/acs.orglett.7b00793,"(3aR,3a'R,8aS,8a'S)-2,2'-(cyclopropane-1,1-diyl)bis(3a,8a-dihydro-8H-indeno[1,2-d]oxazole)","(S,E)-1-methoxy-4-(3-phenylhexa-1,5-dien-1-yl)benzene",
2875,CC(C=C1)=CC=C1N2C(C3=N[C@@H]([C@@H](C)CC)CN3C4=CC=C(C)C=C4)=N[C@@H]([C@@H](C)CC)C2,C(C1=CC=CC=C1)(=O)N[C@H](CC)C=1C=C(C=C(C(=O)OC)C1)C(=O)OC,303.15,2.094,-94,L239,Ligand_262,Biim,P_1750,NiH,literature,10.1021/jacs.0c01324,"(4S,4'S)-4,4'-di((S)-sec-butyl)-1,1'-di-p-tolyl-4,4',5,5'-tetrahydro-1H,1'H-2,2'-biimidazole",dimethyl (R)-5-(1-benzamidopropyl)isophthalate,
6033,C1(C(CC2=CC=CC3=C2C=CC=C3)(CC4=C(C=CC=C5)C5=CC=C4)C6=N[C@@H](C7=CC=CC=C7)[C@@H](C8=CC=CC=C8)O6)=N[C@@H](C9=CC=CC=C9)[C@@H](C%10=CC=CC=C%10)O1,C1=C(C=CC2=CC=CC=C12)C([C@@H](CCCC1=CC=CC=C1)C(F)(F)F)=O,263.15,2.0351,-96,L479,Ligandplus_7,Box,pplus_244,Others,literature,10.1021/acs.orglett.2c01208,"(4S,4'S,5R,5'R)-2,2'-(1,3-di(naphthalen-1-yl)propane-2,2-diyl)bis(4,5-diphenyl-4,5-dihydrooxazole)",(R)-1-(naphthalen-2-yl)-5-phenyl-2-(trifluoromethyl)pentan-1-one,
3796,CN[C@H](C1=CC=C(OC(F)(F)F)C=C1)[C@H](NC)C2=CC=C(OC(F)(F)F)C=C2,C[C@H](CC1=CC=CC=C1)CCCC1=CC=CC=C1,278.15,1.5209,-88,L105,Ligand_238,Diamine,P_139,C(sp3)-C(sp3),literature,10.1021/ja8013677,"(1R,2R)-N1,N2-dimethyl-1,2-bis(4-(trifluoromethoxy)phenyl)ethane-1,2-diamine","(S)-(2-methylpentane-1,5-diyl)dibenzene",
4594,[H][C@@]12N=C(C3(CC3)C4=N[C@]5([H])[C@](CC6=C5C=CC=C6)([H])O4)O[C@]1([H])CC7=C2C=CC=C7,C1(=CC=CC=C1)S(=O)(=O)[C@H](CCCC)C1=CC=C(C=C1)C(C)=O,273.15,1.6583,-91,L23,Ligand_71,Box,P_1598,RCC,literature,10.1039/d1sc00283j,"(3aS,3a'S,8aR,8a'R)-2,2'-(cyclopropane-1,1-diyl)bis(3a,8a-dihydro-8H-indeno[1,2-d]oxazole)",(R)-1-(4-(1-(phenylsulfonyl)pentyl)phenyl)ethan-1-one,
4616,[H][C@@]12N=C(C3(CC3)C4=N[C@]5([H])[C@](CC6=C5C=CC=C6)([H])O4)O[C@]1([H])CC7=C2C=CC=C7,CC1(OB(OC1(C)C)C1=CC=C(C=C1)[C@@H](CCCC)S(=O)(=O)C1=CC=CC=C1)C,273.15,1.5982,-90,L23,Ligand_71,Box,P_1619,RCC,literature,10.1039/d1sc00283j,"(3aS,3a'S,8aR,8a'R)-2,2'-(cyclopropane-1,1-diyl)bis(3a,8a-dihydro-8H-indeno[1,2-d]oxazole)","(R)-4,4,5,5-tetramethyl-2-(4-(1-(phenylsulfonyl)pentyl)phenyl)-1,3,2-dioxaborolane",
1426,CC(C1=N[C@@H](C2=CC=CC=C2)CO1)(C3=N[C@@H](C4=CC=CC=C4)CO3)CC5=CC=CC=C5,C[C@H](OC(C1=CC=CC=C1)=O)CCCN2C3=C(C4=C2C=CC=C4)C=CC=C3,303.15,0.8113,-59,L36,Ligand_73,Box,P_69,NiH,HTE,10.1038/s41467-021-22983-7,"(4S,4'S)-2,2'-(1-phenylpropane-2,2-diyl)bis(4-phenyl-4,5-dihydrooxazole)",(S)-5-(9H-carbazol-9-yl)pentan-2-yl benzoate,
3470,CC(C1=N[C@H](C2=CC=CC=C2)CO1)(C)C3=N[C@H](C4=CC=CC=C4)CO3,C(C)C1=C(C=CC=C1)[C@H](CCCC)S(=O)(=O)N(C)C,253.15,2.1051,-97,L210,Ligand_80,Box,P_1206,C(sp3)-C(sp2),literature,10.1021/ja506885s,"(4R,4'R)-2,2'-(propane-2,2-diyl)bis(4-phenyl-4,5-dihydrooxazole)","(S)-1-(2-ethylphenyl)-N,N-dimethylpentane-1-sulfonamide",
1880,FC(C1=CN=C(C2=N[C@@H](C(C)C)CO2)C=C1)(F)F,O=C(NC1=CC=C2C=CC=CC2=C1)[C@H](C)CCC3=CC=CC=C3,263.15,0.0497,-5,L9,Ligand_360,Pyox,P_70,NiH,HTE,10.1002/anie.202011339,"(S)-4-isopropyl-2-(5-(trifluoromethyl)pyridin-2-yl)-4,5-dihydrooxazole",(R)-2-methyl-N-(naphthalen-2-yl)-4-phenylbutanamide,
1187,FC(C1=CN=C(C2=N[C@@H](C(C)C)CO2)C=C1)(F)F,O=C(N[C@H](CCCCC)CC1=CC=CC=C1)OCC2=CC=CC=C2,303.15,0.1747,-14,L9,Ligand_360,Pyox,P_26,NiH,HTE,10.1021/jacs.0c11630,"(S)-4-isopropyl-2-(5-(trifluoromethyl)pyridin-2-yl)-4,5-dihydrooxazole",benzyl (R)-(1-phenylheptan-2-yl)carbamate,
2859,CC(C=C1)=CC=C1N2C(C3=N[C@@H]([C@@H](C)CC)CN3C4=CC=C(C)C=C4)=N[C@@H]([C@@H](C)CC)C2,CC1=C(C(=O)N[C@H](C)C=2C=C(C=C(C(=O)OC)C2)C(=O)OC)C=CC=C1,303.15,2.3445,-96,L239,Ligand_262,Biim,P_1733,NiH,literature,10.1021/jacs.0c01324,"(4S,4'S)-4,4'-di((S)-sec-butyl)-1,1'-di-p-tolyl-4,4',5,5'-tetrahydro-1H,1'H-2,2'-biimidazole",dimethyl (R)-5-(1-(2-methylbenzamido)ethyl)isophthalate,
3648,CN[C@@H]1CCCC[C@H]1NC,COC(C1=CC(=C(C=C1)C)[C@@H](CCC1=CC=C(C=C1)OC)B1OC(C(O1)(C)C)(C)C)=O,303.15,2.3445,-96,L108,Ligand_232,Diamine,P_260,3-Component,literature,10.1038/s41929-020-00523-8,"(1R,2R)-N1,N2-dimethylcyclohexane-1,2-diamine","methyl (R)-3-(3-(4-methoxyphenyl)-1-(4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-yl)propyl)-4-methylbenzoate",
3376,BrC1=CC(Cl)=CN=C1C2=N[C@H](CC3CCCCC3)CO2,FC=1C=C(C#N)C=CC1[C@@H](C(F)(F)F)C1=CC=CC=C1,258.15,1.9965,-96,L462,Ligand_400,Pyox,P_3606,C(sp3)-C(sp2),literature,10.1038/s41467-019-10851-4,"(R)-2-(3-bromo-5-chloropyridin-2-yl)-4-(cyclohexylmethyl)-4,5-dihydrooxazole","(S)-3-fluoro-4-(2,2,2-trifluoro-1-phenylethyl)benzonitrile",
4478,CCCC(CCC)[C@@H](CO1)N=C1C2=N[C@@H](C(CCC)CCC)CO2,ClC1=CC=C(C=C1)[C@@H](CC)C=1C=CC(=NC1)OC,298.15,1.4885,-85,L140,Ligand_33,Biox,P_680,RCC,literature,10.1021/jacs.7b01705,"(4S,4'S)-4,4'-di(heptan-4-yl)-4,4',5,5'-tetrahydro-2,2'-bioxazole",(R)-5-(1-(4-chlorophenyl)propyl)-2-methoxypyridine,
4991,C1(C2(CCCC2)C3=N[C@@H](C4=CC=CC=C4)CO3)=N[C@@H](C5=CC=CC=C5)CO1,C1(=CC=C(C=C1)[C@@H](C(CCCNC(OC(C)(C)C)=O)=O)C)C1=CC=CC=C1,283.15,1.8663,-93,L431,Ligand_118,Box,P_3149,Photoredox,literature,10.1038/s41467-021-23887-2,"(4S,4'S)-2,2'-(cyclopentane-1,1-diyl)bis(4-phenyl-4,5-dihydrooxazole)","tert-butyl (S)-(5-([1,1'-biphenyl]-4-yl)-4-oxohexyl)carbamate",
6443,CCCC(CCC)[C@@H]1CN(C2=CC=CC(C(C)(C)C)=C2)C(C3=N[C@H](C(CCC)CCC)CN3C4=CC(C(C)(C)C)=CC=C4)=N1,COC1=CC=C(C=C1)[C@H](CCCCC)C1=CSC=C1,298.15,2.0595,-94,L139,Ligand_260,Biim,P_631,NiH,literature,10.1038/s41467-022-30006-2,"(4R,4'R)-1,1'-bis(3-(tert-butyl)phenyl)-4,4'-di(heptan-4-yl)-4,4',5,5'-tetrahydro-1H,1'H-2,2'-biimidazole",(S)-3-(1-(4-methoxyphenyl)hexyl)thiophene,
152,C1(C2=N[C@@H](C3=CC=CC=C3)CO2)=NC4=CC=CC=C4C=C1,O=C(C1=C(C=CC=C1)OC)N[C@@H](C2=CC=C(C=C2)C)C,303.15,0.9173,-64,L12,Ligand_361,Pyox,P_6,NiH,HTE,10.1002/anie.202011342,"(S)-4-phenyl-2-(quinolin-2-yl)-4,5-dihydrooxazole",(R)-2-methoxy-N-(1-(p-tolyl)ethyl)benzamide,
