SM_1_smiles,SM_2_smiles,Product_smiles,Ligand_smiles,Base_smiles,Solvent_smiles,Yield_performer,Yield,SM_1_Compound_Name,SM_2_Compound_Name,Product_Compound_Name,Ligand_Compound_Name,Base_Compound_Name,Solvent_Compound_Name
O=S(=O)(C(F)(F)F)Oc1ccc2c(c1)cccn2,Cc1ccc2c(c1B1OC(C(O1)(C)C)(C)C)cnn2C1CCCCO1,CC1=CC=C2C(C=NN2C3OCCCC3)=C1C4=CC=C5C(C=CC=N5)=C4,CC(P(C(C)(C)C)C1=C[CH-]C=C1)(C)C.CC(P(C(C)(C)C)C1=C[CH-]C=C1)(C)C.[Fe+2],[O-]C(C)(C)C.[Li+],CO,0.5187,51.87,quinolin-6-yl trifluoromethanesulfonate,"5-methyl-1-(tetrahydro-2H-pyran-2-yl)-4-(4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-yl)-1H-indazole",6-(5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazol-4-yl)quinoline,"iron(II) 3-(di-tert-butylphosphaneyl)cyclopenta-2,4-dien-1-ide",lithium 2-methylpropan-2-olate,methanol
Clc1ccc2c(c1)cccn2,OB(c1c(C)ccc2c1cnn2C1CCCCO1)O,CC1=CC=C2C(C=NN2C3OCCCC3)=C1C4=CC=C5C(C=CC=N5)=C4,CC(P(C(C)(C)C)C1=C[CH-]C=C1)(C)C.CC(P(C(C)(C)C)C1=C[CH-]C=C1)(C)C.[Fe+2],[K+].[OH-],CO,0.1603,16.03,6-chloroquinoline,(5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazol-4-yl)boronic acid,6-(5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazol-4-yl)quinoline,"iron(II) 3-(di-tert-butylphosphaneyl)cyclopenta-2,4-dien-1-ide",potassium hydroxide,methanol
Clc1ccc2c(c1)cccn2,Cc1ccc2c(c1[B-](F)(F)F)cnn2C1CCCCO1.[K+],CC1=CC=C2C(C=NN2C3OCCCC3)=C1C4=CC=C5C(C=CC=N5)=C4,CC(P(C(C)(C)C)C1=C[CH-]C=C1)(C)C.CC(P(C(C)(C)C)C1=C[CH-]C=C1)(C)C.[Fe+2],CCN(CC)CC,O=CN(C)C,0.2352,23.52,6-chloroquinoline,potassium trifluoro(5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazol-4-yl)borate,6-(5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazol-4-yl)quinoline,"iron(II) 3-(di-tert-butylphosphaneyl)cyclopenta-2,4-dien-1-ide",triethylamine,"N,N-dimethylformamide"
Brc1ccc2c(c1)cccn2,Cc1ccc2c(c1[B-](F)(F)F)cnn2C1CCCCO1.[K+],CC1=CC=C2C(C=NN2C3OCCCC3)=C1C4=CC=C5C(C=CC=N5)=C4,CC(P(C(C)(C)C)C1=C[CH-]C=C1)(C)C.CC(P(C(C)(C)C)C1=C[CH-]C=C1)(C)C.[Fe+2],[O-]C(C)(C)C.[Li+],O=CN(C)C,0.1657,16.57,6-bromoquinoline,potassium trifluoro(5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazol-4-yl)borate,6-(5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazol-4-yl)quinoline,"iron(II) 3-(di-tert-butylphosphaneyl)cyclopenta-2,4-dien-1-ide",lithium 2-methylpropan-2-olate,"N,N-dimethylformamide"
Clc1ccc2c(c1)cccn2,Cc1ccc2c(c1B1OC(C(O1)(C)C)(C)C)cnn2C1CCCCO1,CC1=CC=C2C(C=NN2C3OCCCC3)=C1C4=CC=C5C(C=CC=N5)=C4,CC(P(C(C)(C)C)C1=C[CH-]C=C1)(C)C.CC(P(C(C)(C)C)C1=C[CH-]C=C1)(C)C.[Fe+2],[K+].[OH-],CO,0.1457,14.57,6-chloroquinoline,"5-methyl-1-(tetrahydro-2H-pyran-2-yl)-4-(4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-yl)-1H-indazole",6-(5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazol-4-yl)quinoline,"iron(II) 3-(di-tert-butylphosphaneyl)cyclopenta-2,4-dien-1-ide",potassium hydroxide,methanol
Ic1ccc2c(c1)cccn2,Cc1ccc2c(c1[B-](F)(F)F)cnn2C1CCCCO1.[K+],CC1=CC=C2C(C=NN2C3OCCCC3)=C1C4=CC=C5C(C=CC=N5)=C4,CC(P(C(C)(C)C)C1=C[CH-]C=C1)(C)C.CC(P(C(C)(C)C)C1=C[CH-]C=C1)(C)C.[Fe+2],[Na+].[OH-],O=CN(C)C,0.2732,27.32,6-iodoquinoline,potassium trifluoro(5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazol-4-yl)borate,6-(5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazol-4-yl)quinoline,"iron(II) 3-(di-tert-butylphosphaneyl)cyclopenta-2,4-dien-1-ide",sodium hydroxide,"N,N-dimethylformamide"
Brc1ccc2c(c1)cccn2,Cc1ccc2c(c1[B-](F)(F)F)cnn2C1CCCCO1.[K+],CC1=CC=C2C(C=NN2C3OCCCC3)=C1C4=CC=C5C(C=CC=N5)=C4,CC(P(C(C)(C)C)C1=C[CH-]C=C1)(C)C.CC(P(C(C)(C)C)C1=C[CH-]C=C1)(C)C.[Fe+2],[O-]C(C)(C)C.[Li+],CO,0.5857,58.57,6-bromoquinoline,potassium trifluoro(5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazol-4-yl)borate,6-(5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazol-4-yl)quinoline,"iron(II) 3-(di-tert-butylphosphaneyl)cyclopenta-2,4-dien-1-ide",lithium 2-methylpropan-2-olate,methanol
OB(c1ccc2c(c1)cccn2)O,Cc1ccc2c(c1Br)cnn2C1CCCCO1,CC1=CC=C2C(C=NN2C3OCCCC3)=C1C4=CC=C5C(C=CC=N5)=C4,CC(P(C(C)(C)C)C1=C[CH-]C=C1)(C)C.CC(P(C(C)(C)C)C1=C[CH-]C=C1)(C)C.[Fe+2],[O-]P(=O)([O-])[O-].[K+].[K+].[K+],CC#N,0.298,29.8,quinolin-6-ylboronic acid,4-bromo-5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazole,6-(5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazol-4-yl)quinoline,"iron(II) 3-(di-tert-butylphosphaneyl)cyclopenta-2,4-dien-1-ide",potassium phosphate,acetonitrile
Clc1ccc2c(c1)cccn2,OB(c1c(C)ccc2c1cnn2C1CCCCO1)O,CC1=CC=C2C(C=NN2C3OCCCC3)=C1C4=CC=C5C(C=CC=N5)=C4,CC(P(C(C)(C)C)C1=C[CH-]C=C1)(C)C.CC(P(C(C)(C)C)C1=C[CH-]C=C1)(C)C.[Fe+2],[O-]P(=O)([O-])[O-].[K+].[K+].[K+],C1CCCO1,0.0937,9.37,6-chloroquinoline,(5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazol-4-yl)boronic acid,6-(5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazol-4-yl)quinoline,"iron(II) 3-(di-tert-butylphosphaneyl)cyclopenta-2,4-dien-1-ide",potassium phosphate,tetrahydrofuran
Brc1ccc2c(c1)cccn2,Cc1ccc2c(c1B1OC(C(O1)(C)C)(C)C)cnn2C1CCCCO1,CC1=CC=C2C(C=NN2C3OCCCC3)=C1C4=CC=C5C(C=CC=N5)=C4,CC(P(C(C)(C)C)C1=C[CH-]C=C1)(C)C.CC(P(C(C)(C)C)C1=C[CH-]C=C1)(C)C.[Fe+2],[K+].[OH-],O=CN(C)C,0.4504,45.04,6-bromoquinoline,"5-methyl-1-(tetrahydro-2H-pyran-2-yl)-4-(4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-yl)-1H-indazole",6-(5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazol-4-yl)quinoline,"iron(II) 3-(di-tert-butylphosphaneyl)cyclopenta-2,4-dien-1-ide",potassium hydroxide,"N,N-dimethylformamide"
Ic1ccc2c(c1)cccn2,Cc1ccc2c(c1[B-](F)(F)F)cnn2C1CCCCO1.[K+],CC1=CC=C2C(C=NN2C3OCCCC3)=C1C4=CC=C5C(C=CC=N5)=C4,CC(P(C(C)(C)C)C1=C[CH-]C=C1)(C)C.CC(P(C(C)(C)C)C1=C[CH-]C=C1)(C)C.[Fe+2],[Na+].[OH-],C1CCCO1,0.3331,33.31,6-iodoquinoline,potassium trifluoro(5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazol-4-yl)borate,6-(5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazol-4-yl)quinoline,"iron(II) 3-(di-tert-butylphosphaneyl)cyclopenta-2,4-dien-1-ide",sodium hydroxide,tetrahydrofuran
O=S(=O)(C(F)(F)F)Oc1ccc2c(c1)cccn2,OB(c1c(C)ccc2c1cnn2C1CCCCO1)O,CC1=CC=C2C(C=NN2C3OCCCC3)=C1C4=CC=C5C(C=CC=N5)=C4,CC(P(C(C)(C)C)C1=C[CH-]C=C1)(C)C.CC(P(C(C)(C)C)C1=C[CH-]C=C1)(C)C.[Fe+2],[K+].[OH-],CO,0.6764,67.64,quinolin-6-yl trifluoromethanesulfonate,(5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazol-4-yl)boronic acid,6-(5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazol-4-yl)quinoline,"iron(II) 3-(di-tert-butylphosphaneyl)cyclopenta-2,4-dien-1-ide",potassium hydroxide,methanol
O=S(=O)(C(F)(F)F)Oc1ccc2c(c1)cccn2,OB(c1c(C)ccc2c1cnn2C1CCCCO1)O,CC1=CC=C2C(C=NN2C3OCCCC3)=C1C4=CC=C5C(C=CC=N5)=C4,CC(P(C(C)(C)C)C1=C[CH-]C=C1)(C)C.CC(P(C(C)(C)C)C1=C[CH-]C=C1)(C)C.[Fe+2],ValueNotFound,CO,0.5029,50.29,quinolin-6-yl trifluoromethanesulfonate,(5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazol-4-yl)boronic acid,6-(5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazol-4-yl)quinoline,"iron(II) 3-(di-tert-butylphosphaneyl)cyclopenta-2,4-dien-1-ide",,methanol
O=S(=O)(C(F)(F)F)Oc1ccc2c(c1)cccn2,Cc1ccc2c(c1B1OC(C(O1)(C)C)(C)C)cnn2C1CCCCO1,CC1=CC=C2C(C=NN2C3OCCCC3)=C1C4=CC=C5C(C=CC=N5)=C4,CC(P(C(C)(C)C)C1=C[CH-]C=C1)(C)C.CC(P(C(C)(C)C)C1=C[CH-]C=C1)(C)C.[Fe+2],[O-]P(=O)([O-])[O-].[K+].[K+].[K+],CO,0.4356,43.56,quinolin-6-yl trifluoromethanesulfonate,"5-methyl-1-(tetrahydro-2H-pyran-2-yl)-4-(4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-yl)-1H-indazole",6-(5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazol-4-yl)quinoline,"iron(II) 3-(di-tert-butylphosphaneyl)cyclopenta-2,4-dien-1-ide",potassium phosphate,methanol
OB(c1ccc2c(c1)cccn2)O,Cc1ccc2c(c1Br)cnn2C1CCCCO1,CC1=CC=C2C(C=NN2C3OCCCC3)=C1C4=CC=C5C(C=CC=N5)=C4,CC(P(C(C)(C)C)C1=C[CH-]C=C1)(C)C.CC(P(C(C)(C)C)C1=C[CH-]C=C1)(C)C.[Fe+2],CCN(CC)CC,CO,0.3503,35.03,quinolin-6-ylboronic acid,4-bromo-5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazole,6-(5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazol-4-yl)quinoline,"iron(II) 3-(di-tert-butylphosphaneyl)cyclopenta-2,4-dien-1-ide",triethylamine,methanol
Clc1ccc2c(c1)cccn2,Cc1ccc2c(c1B1OC(C(O1)(C)C)(C)C)cnn2C1CCCCO1,CC1=CC=C2C(C=NN2C3OCCCC3)=C1C4=CC=C5C(C=CC=N5)=C4,CC(P(C(C)(C)C)C1=C[CH-]C=C1)(C)C.CC(P(C(C)(C)C)C1=C[CH-]C=C1)(C)C.[Fe+2],[O-]P(=O)([O-])[O-].[K+].[K+].[K+],CC#N,0.1549,15.49,6-chloroquinoline,"5-methyl-1-(tetrahydro-2H-pyran-2-yl)-4-(4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-yl)-1H-indazole",6-(5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazol-4-yl)quinoline,"iron(II) 3-(di-tert-butylphosphaneyl)cyclopenta-2,4-dien-1-ide",potassium phosphate,acetonitrile
Brc1ccc2c(c1)cccn2,Cc1ccc2c(c1B1OC(C(O1)(C)C)(C)C)cnn2C1CCCCO1,CC1=CC=C2C(C=NN2C3OCCCC3)=C1C4=CC=C5C(C=CC=N5)=C4,CC(P(C(C)(C)C)C1=C[CH-]C=C1)(C)C.CC(P(C(C)(C)C)C1=C[CH-]C=C1)(C)C.[Fe+2],[F-].[Cs+],CC#N,0.6055,60.55,6-bromoquinoline,"5-methyl-1-(tetrahydro-2H-pyran-2-yl)-4-(4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-yl)-1H-indazole",6-(5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazol-4-yl)quinoline,"iron(II) 3-(di-tert-butylphosphaneyl)cyclopenta-2,4-dien-1-ide",cesium fluoride,acetonitrile
Ic1ccc2c(c1)cccn2,OB(c1c(C)ccc2c1cnn2C1CCCCO1)O,CC1=CC=C2C(C=NN2C3OCCCC3)=C1C4=CC=C5C(C=CC=N5)=C4,CC(P(C(C)(C)C)C1=C[CH-]C=C1)(C)C.CC(P(C(C)(C)C)C1=C[CH-]C=C1)(C)C.[Fe+2],ValueNotFound,CO,0.5604,56.04,6-iodoquinoline,(5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazol-4-yl)boronic acid,6-(5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazol-4-yl)quinoline,"iron(II) 3-(di-tert-butylphosphaneyl)cyclopenta-2,4-dien-1-ide",,methanol
OB(c1ccc2c(c1)cccn2)O,Cc1ccc2c(c1Br)cnn2C1CCCCO1,CC1=CC=C2C(C=NN2C3OCCCC3)=C1C4=CC=C5C(C=CC=N5)=C4,CC(P(C(C)(C)C)C1=C[CH-]C=C1)(C)C.CC(P(C(C)(C)C)C1=C[CH-]C=C1)(C)C.[Fe+2],ValueNotFound,O=CN(C)C,0,0,quinolin-6-ylboronic acid,4-bromo-5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazole,6-(5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazol-4-yl)quinoline,"iron(II) 3-(di-tert-butylphosphaneyl)cyclopenta-2,4-dien-1-ide",,"N,N-dimethylformamide"
Ic1ccc2c(c1)cccn2,Cc1ccc2c(c1B1OC(C(O1)(C)C)(C)C)cnn2C1CCCCO1,CC1=CC=C2C(C=NN2C3OCCCC3)=C1C4=CC=C5C(C=CC=N5)=C4,CC(P(C(C)(C)C)C1=C[CH-]C=C1)(C)C.CC(P(C(C)(C)C)C1=C[CH-]C=C1)(C)C.[Fe+2],[Na+].[OH-],CO,0.7494,74.94,6-iodoquinoline,"5-methyl-1-(tetrahydro-2H-pyran-2-yl)-4-(4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-yl)-1H-indazole",6-(5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazol-4-yl)quinoline,"iron(II) 3-(di-tert-butylphosphaneyl)cyclopenta-2,4-dien-1-ide",sodium hydroxide,methanol
Ic1ccc2c(c1)cccn2,Cc1ccc2c(c1[B-](F)(F)F)cnn2C1CCCCO1.[K+],CC1=CC=C2C(C=NN2C3OCCCC3)=C1C4=CC=C5C(C=CC=N5)=C4,CC(P(C(C)(C)C)C1=C[CH-]C=C1)(C)C.CC(P(C(C)(C)C)C1=C[CH-]C=C1)(C)C.[Fe+2],[O-]C(=O)O.[Na+],O=CN(C)C,0.1549,15.49,6-iodoquinoline,potassium trifluoro(5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazol-4-yl)borate,6-(5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazol-4-yl)quinoline,"iron(II) 3-(di-tert-butylphosphaneyl)cyclopenta-2,4-dien-1-ide",sodium hydrogen carbonate,"N,N-dimethylformamide"
Ic1ccc2c(c1)cccn2,OB(c1c(C)ccc2c1cnn2C1CCCCO1)O,CC1=CC=C2C(C=NN2C3OCCCC3)=C1C4=CC=C5C(C=CC=N5)=C4,CC(P(C(C)(C)C)C1=C[CH-]C=C1)(C)C.CC(P(C(C)(C)C)C1=C[CH-]C=C1)(C)C.[Fe+2],[K+].[OH-],CC#N,0.8927,89.27,6-iodoquinoline,(5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazol-4-yl)boronic acid,6-(5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazol-4-yl)quinoline,"iron(II) 3-(di-tert-butylphosphaneyl)cyclopenta-2,4-dien-1-ide",potassium hydroxide,acetonitrile
O=S(=O)(C(F)(F)F)Oc1ccc2c(c1)cccn2,Cc1ccc2c(c1B1OC(C(O1)(C)C)(C)C)cnn2C1CCCCO1,CC1=CC=C2C(C=NN2C3OCCCC3)=C1C4=CC=C5C(C=CC=N5)=C4,CC(P(C(C)(C)C)C1=C[CH-]C=C1)(C)C.CC(P(C(C)(C)C)C1=C[CH-]C=C1)(C)C.[Fe+2],[O-]C(C)(C)C.[Li+],O=CN(C)C,0.5745,57.45,quinolin-6-yl trifluoromethanesulfonate,"5-methyl-1-(tetrahydro-2H-pyran-2-yl)-4-(4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-yl)-1H-indazole",6-(5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazol-4-yl)quinoline,"iron(II) 3-(di-tert-butylphosphaneyl)cyclopenta-2,4-dien-1-ide",lithium 2-methylpropan-2-olate,"N,N-dimethylformamide"
Clc1ccc2c(c1)cccn2,Cc1ccc2c(c1B1OC(C(O1)(C)C)(C)C)cnn2C1CCCCO1,CC1=CC=C2C(C=NN2C3OCCCC3)=C1C4=CC=C5C(C=CC=N5)=C4,CC(P(C(C)(C)C)C1=C[CH-]C=C1)(C)C.CC(P(C(C)(C)C)C1=C[CH-]C=C1)(C)C.[Fe+2],[F-].[Cs+],O=CN(C)C,0.1663,16.63,6-chloroquinoline,"5-methyl-1-(tetrahydro-2H-pyran-2-yl)-4-(4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-yl)-1H-indazole",6-(5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazol-4-yl)quinoline,"iron(II) 3-(di-tert-butylphosphaneyl)cyclopenta-2,4-dien-1-ide",cesium fluoride,"N,N-dimethylformamide"
Brc1ccc2c(c1)cccn2,OB(c1c(C)ccc2c1cnn2C1CCCCO1)O,CC1=CC=C2C(C=NN2C3OCCCC3)=C1C4=CC=C5C(C=CC=N5)=C4,CC(P(C(C)(C)C)C1=C[CH-]C=C1)(C)C.CC(P(C(C)(C)C)C1=C[CH-]C=C1)(C)C.[Fe+2],[O-]P(=O)([O-])[O-].[K+].[K+].[K+],CO,0.464,46.4,6-bromoquinoline,(5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazol-4-yl)boronic acid,6-(5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazol-4-yl)quinoline,"iron(II) 3-(di-tert-butylphosphaneyl)cyclopenta-2,4-dien-1-ide",potassium phosphate,methanol
F[B-](c1ccc2c(c1)cccn2)(F)F.[K+],Cc1ccc2c(c1Br)cnn2C1CCCCO1,CC1=CC=C2C(C=NN2C3OCCCC3)=C1C4=CC=C5C(C=CC=N5)=C4,CC(P(C(C)(C)C)C1=C[CH-]C=C1)(C)C.CC(P(C(C)(C)C)C1=C[CH-]C=C1)(C)C.[Fe+2],[O-]P(=O)([O-])[O-].[K+].[K+].[K+],CO,0.4284,42.84,potassium trifluoro(quinolin-6-yl)borate,4-bromo-5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazole,6-(5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazol-4-yl)quinoline,"iron(II) 3-(di-tert-butylphosphaneyl)cyclopenta-2,4-dien-1-ide",potassium phosphate,methanol
F[B-](c1ccc2c(c1)cccn2)(F)F.[K+],Cc1ccc2c(c1Br)cnn2C1CCCCO1,CC1=CC=C2C(C=NN2C3OCCCC3)=C1C4=CC=C5C(C=CC=N5)=C4,CC(P(C(C)(C)C)C1=C[CH-]C=C1)(C)C.CC(P(C(C)(C)C)C1=C[CH-]C=C1)(C)C.[Fe+2],CCN(CC)CC,O=CN(C)C,0.3736,37.36,potassium trifluoro(quinolin-6-yl)borate,4-bromo-5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazole,6-(5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazol-4-yl)quinoline,"iron(II) 3-(di-tert-butylphosphaneyl)cyclopenta-2,4-dien-1-ide",triethylamine,"N,N-dimethylformamide"
O=S(=O)(C(F)(F)F)Oc1ccc2c(c1)cccn2,OB(c1c(C)ccc2c1cnn2C1CCCCO1)O,CC1=CC=C2C(C=NN2C3OCCCC3)=C1C4=CC=C5C(C=CC=N5)=C4,CC(P(C(C)(C)C)C1=C[CH-]C=C1)(C)C.CC(P(C(C)(C)C)C1=C[CH-]C=C1)(C)C.[Fe+2],[O-]C(=O)O.[Na+],CC#N,0.4068,40.68,quinolin-6-yl trifluoromethanesulfonate,(5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazol-4-yl)boronic acid,6-(5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazol-4-yl)quinoline,"iron(II) 3-(di-tert-butylphosphaneyl)cyclopenta-2,4-dien-1-ide",sodium hydrogen carbonate,acetonitrile
OB(c1ccc2c(c1)cccn2)O,Cc1ccc2c(c1Br)cnn2C1CCCCO1,CC1=CC=C2C(C=NN2C3OCCCC3)=C1C4=CC=C5C(C=CC=N5)=C4,CC(P(C(C)(C)C)C1=C[CH-]C=C1)(C)C.CC(P(C(C)(C)C)C1=C[CH-]C=C1)(C)C.[Fe+2],[Na+].[OH-],C1CCCO1,0.4127,41.27,quinolin-6-ylboronic acid,4-bromo-5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazole,6-(5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazol-4-yl)quinoline,"iron(II) 3-(di-tert-butylphosphaneyl)cyclopenta-2,4-dien-1-ide",sodium hydroxide,tetrahydrofuran
Ic1ccc2c(c1)cccn2,OB(c1c(C)ccc2c1cnn2C1CCCCO1)O,CC1=CC=C2C(C=NN2C3OCCCC3)=C1C4=CC=C5C(C=CC=N5)=C4,CC(P(C(C)(C)C)C1=C[CH-]C=C1)(C)C.CC(P(C(C)(C)C)C1=C[CH-]C=C1)(C)C.[Fe+2],CCN(CC)CC,CO,0.7245,72.45,6-iodoquinoline,(5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazol-4-yl)boronic acid,6-(5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazol-4-yl)quinoline,"iron(II) 3-(di-tert-butylphosphaneyl)cyclopenta-2,4-dien-1-ide",triethylamine,methanol
Brc1ccc2c(c1)cccn2,OB(c1c(C)ccc2c1cnn2C1CCCCO1)O,CC1=CC=C2C(C=NN2C3OCCCC3)=C1C4=CC=C5C(C=CC=N5)=C4,CC(P(C(C)(C)C)C1=C[CH-]C=C1)(C)C.CC(P(C(C)(C)C)C1=C[CH-]C=C1)(C)C.[Fe+2],[O-]C(=O)O.[Na+],CO,0.3127,31.27,6-bromoquinoline,(5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazol-4-yl)boronic acid,6-(5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazol-4-yl)quinoline,"iron(II) 3-(di-tert-butylphosphaneyl)cyclopenta-2,4-dien-1-ide",sodium hydrogen carbonate,methanol
O=S(=O)(C(F)(F)F)Oc1ccc2c(c1)cccn2,Cc1ccc2c(c1B1OC(C(O1)(C)C)(C)C)cnn2C1CCCCO1,CC1=CC=C2C(C=NN2C3OCCCC3)=C1C4=CC=C5C(C=CC=N5)=C4,CC(P(C(C)(C)C)C1=C[CH-]C=C1)(C)C.CC(P(C(C)(C)C)C1=C[CH-]C=C1)(C)C.[Fe+2],[O-]P(=O)([O-])[O-].[K+].[K+].[K+],O=CN(C)C,0.5075,50.75,quinolin-6-yl trifluoromethanesulfonate,"5-methyl-1-(tetrahydro-2H-pyran-2-yl)-4-(4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-yl)-1H-indazole",6-(5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazol-4-yl)quinoline,"iron(II) 3-(di-tert-butylphosphaneyl)cyclopenta-2,4-dien-1-ide",potassium phosphate,"N,N-dimethylformamide"
Clc1ccc2c(c1)cccn2,Cc1ccc2c(c1B1OC(C(O1)(C)C)(C)C)cnn2C1CCCCO1,CC1=CC=C2C(C=NN2C3OCCCC3)=C1C4=CC=C5C(C=CC=N5)=C4,CC(P(C(C)(C)C)C1=C[CH-]C=C1)(C)C.CC(P(C(C)(C)C)C1=C[CH-]C=C1)(C)C.[Fe+2],[K+].[OH-],CC#N,0.1595,15.95,6-chloroquinoline,"5-methyl-1-(tetrahydro-2H-pyran-2-yl)-4-(4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-yl)-1H-indazole",6-(5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazol-4-yl)quinoline,"iron(II) 3-(di-tert-butylphosphaneyl)cyclopenta-2,4-dien-1-ide",potassium hydroxide,acetonitrile
O=S(=O)(C(F)(F)F)Oc1ccc2c(c1)cccn2,OB(c1c(C)ccc2c1cnn2C1CCCCO1)O,CC1=CC=C2C(C=NN2C3OCCCC3)=C1C4=CC=C5C(C=CC=N5)=C4,CC(P(C(C)(C)C)C1=C[CH-]C=C1)(C)C.CC(P(C(C)(C)C)C1=C[CH-]C=C1)(C)C.[Fe+2],ValueNotFound,CC#N,0.3595,35.95,quinolin-6-yl trifluoromethanesulfonate,(5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazol-4-yl)boronic acid,6-(5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazol-4-yl)quinoline,"iron(II) 3-(di-tert-butylphosphaneyl)cyclopenta-2,4-dien-1-ide",,acetonitrile
Brc1ccc2c(c1)cccn2,OB(c1c(C)ccc2c1cnn2C1CCCCO1)O,CC1=CC=C2C(C=NN2C3OCCCC3)=C1C4=CC=C5C(C=CC=N5)=C4,CC(P(C(C)(C)C)C1=C[CH-]C=C1)(C)C.CC(P(C(C)(C)C)C1=C[CH-]C=C1)(C)C.[Fe+2],[F-].[Cs+],CO,0.3765,37.65,6-bromoquinoline,(5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazol-4-yl)boronic acid,6-(5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazol-4-yl)quinoline,"iron(II) 3-(di-tert-butylphosphaneyl)cyclopenta-2,4-dien-1-ide",cesium fluoride,methanol
